Scientific name,Common name,Order,Family,Trophic level,Num. w plastic,Total num. sampled,FO of plastic,Mean num particles per indv,Habitat,Average depth found,Primary foraging behavior,Commercial status,Aquaculture status,Recreational status,IUCN status,Vulnerability score,Oceanographic province,Year of collection,Publication year,Reference,Quantified microplastic,Method type,Marine/estuarine,Equipment used,Capture purpose,Polymer confirmation,Blanks used,Clean lab procedures used
Electrona risso,Electric lanternfish,Myctophiformes,Myctophidae,3.4,5,82,0.06097561,,bathypelagic,787.5,,none,N,N,LC,10,MEDI,2010-2014,2016,Romeo et al. 2016,Y,2,marine,bottom trawls,bycatch,none,not described,yes
Hygophum benoiti,Benoit's lanternfish,Myctophiformes,Myctophidae,3,5,73,0.068493151,,bathypelagic,375.5,,none,N,N,LC,25,MEDI,2010-2014,2016,Romeo et al. 2016,Y,2,marine,bottom trawls,bycatch,none,not described,yes
Myctophum punctatum,Spotted lanternfish,Myctophiformes,Myctophidae,3.4,3,71,0.042253521,,bathypelagic,500,,none,N,N,Not assessed,32,MEDI,2010-2014,2016,Romeo et al. 2016,Y,2,marine,bottom trawls,bycatch,none,not described,yes
Clupea harengus,Atlantic herring,Clupeiformes,Clupeidae,3.4,0,33,0,0,benthopelagic,200,Filter-feeder: facultative,highly commercial,N,Y,LC,39,NECS,Jul-13,2016,Rummel et al. 2016,Y,2,marine,"pelagic trawl, bottom trawls",plastic study,none,lab blank,yes
Gadus morhua,Atlantic Cod,Gadiformes,Gadidae,4.1,1,74,0.014,0.012,benthopelagic,175,Benthic foraging,highly commercial,Y,Y,VU,65,NECS,Jul-13,2016,Rummel et al. 2016,Y,2,marine,"pelagic trawl, bottom trawls",plastic study,none,lab blank,yes
Limanda limanda,Common dab,Pleuronectiformes,Scophthalmidae,3.4,4,74,0.054,0.05,demersal,85,Benthic foraging,commercial,N,N,LC,40,NECS,Jul-13,2016,Rummel et al. 2016,Y,2,marine,"pelagic trawl, bottom trawls",plastic study,none,lab blank,yes
Platichthys flesus,Flounder,Pleuronectiformes,Pleuronectidae,3.3,2,20,0.1,0.056,demersal,50,Benthic foraging,commercial,Y,Y,LC,42,NECS,Jul-13,2016,Rummel et al. 2016,Y,2,marine,"pelagic trawl, bottom trawls",plastic study,none,lab blank,yes
Scomber scombrus,Atlantic mackerel,Perciformes,Scombridae,3.6,9,51,0.18,0.041,pelagic-neritic,200,Particulate feeder,highly commercial,N,Y,LC,44,NECS,Jul-13,2016,Rummel et al. 2016,Y,2,marine,"pelagic trawl, bottom trawls",plastic study,none,lab blank,yes
Pagellus bogaraveo,Blackspot seabream,Perciformes,Sparidae,4.2,3,24,0.125,,benthopelagic,225,Benthic foraging,commercial,N,Y,NT,57,MEDI,2018,2019,Savoca et al. 2019,Y,2,marine,trawling,plastic study,Raman,not described,yes
Pagellus erythrinus,Common pandora,Perciformes,Sparidae,3.5,1,15,0.066666667,,benthopelagic,60,Benthic foraging,commercial,N,Y,LC,40,MEDI,2017,2019,Savoca et al. 2019,Y,2,marine,trawling,plastic study,Raman,not described,yes
Scyliorhinus canicula,Lesser spoted dogfish,Carcharhiniformes,Scyliorhinidae,3.8,3,20,0.15,0.15,demersal,100,Active predation,minor commercial,N,N,LC,62,NECS,Jan-18,2018,Smith 2018,Y,1,marine,trawling,bycatch,none,NA,NA
Boleophthalmus pectinirostris,Great blue spotted mudskipper,Perciformes,Gobiidae,2,9,9,1,5.3,demersal,,Grazing,minor commercial,N,N,Not assessed,10,CHIN,2017,2019,Su et al. 2019,Y,3,estuarine,,artisanal fishing,FTIR,lab blank,yes
Coilia mystus,Osbeck's grenadier anchovy,Clupeiformes,Engraulidae,3.2,2,9,0.222222222,0.3,pelagic-neritic,10,Particulate feeder,subsistence,N,N,EN,25,CHIN,2017,2019,Su et al. 2019,Y,3,estuarine,,artisanal fishing,FTIR,lab blank,yes
Coilia nasus,Japanese grenadier herring,Clupeiformes,Engraulidae,3,16,36,0.444444444,0.7,pelagic-neritic,,Filter-feeder: facultative,commercial,N,N,EN,33,CHIN,2017,2019,Su et al. 2019,Y,3,estuarine,,artisanal fishing,FTIR,lab blank,yes
Collichthys lucidus,Light maigre,Perciformes,Sciaenidae,3.6,12,26,0.461538462,1.261538462,demersal,90,Benthic foraging,none,N,N,Not assessed,17,CHIN,2017,2019,Su et al. 2019,Y,3,estuarine,,artisanal fishing,FTIR,lab blank,yes
Cynoglossus robustus,,Pleuronectiformes,Cynoglossidae,3.6,4,9,0.444444444,0.7,demersal,67,,commercial,N,N,Not assessed,41,CHIN,2017,2019,Su et al. 2019,Y,3,estuarine,,artisanal fishing,FTIR,lab blank,yes
Harpadon nehereus,Bombay duck,Aulopiformes,Synodontidae,4.2,15,18,0.833333333,2.5,benthopelagic,50,Active predation,highly commercial,N,N,Not assessed,18,CHIN,2017,2019,Su et al. 2019,Y,3,estuarine,,artisanal fishing,FTIR,lab blank,yes
Pampus cinereus,Silver pomfret,Perciformes,Stromateidae,3.3,5,9,0.555555556,1.1,benthopelagic,57.5,Particulate feeder,highly commercial,N,N,Not assessed,31,CHIN,2017,2019,Su et al. 2019,Y,3,estuarine,,artisanal fishing,FTIR,lab blank,yes
Planiliza haematocheilus,So-iuy mullet,Mugiliformes,Mugilidae,2.5,9,17,0.529411765,1.264705882,pelagic-neritic,7.5,Benthic foraging,commercial,N,N,Not assessed,58,CHIN,2017,2019,Su et al. 2019,Y,3,estuarine,,artisanal fishing,FTIR,lab blank,yes
Scomber japonicus,Chub mackerel,Perciformes,Scombridae,3.4,5,9,0.555555556,0.8,pelagic-neritic,200,Particulate feeder,highly commercial,Y,Y,LC,34,CHIN,2017,2019,Su et al. 2019,Y,3,estuarine,,artisanal fishing,FTIR,lab blank,yes
Thamnaconus septentrionalis,,Tetraodontiformes,Monacanthidae,3.4,3,9,0.333333333,0.7,demersal,,,none,N,N,Not assessed,35,CHIN,2017,2019,Su et al. 2019,Y,3,estuarine,,artisanal fishing,FTIR,lab blank,yes
Tridentiger barbatus,Shikohaze goby,Perciformes,Gobiidae,3.4,8,8,1,4.5,demersal,,,none,N,N,Not assessed,24,CHIN,2017,2019,Su et al. 2019,Y,3,estuarine,,artisanal fishing,FTIR,lab blank,yes
Synechogobius ommaturus,Asian freshwater goby,Perciformes,Gobiidae,3.6,17,17,1,3.7,demersal,,,none,N,N,Not assessed,45,CHIN,2017,2019,Su et al. 2019,Y,3,estuarine,,artisanal fishing,FTIR,lab blank,yes
Rastrelliger kanagurta,Indian mackeral,Perciformes,Scombridae,3.2,5,10,0.5,,pelagic-neritic,55,Particulate feeder,highly commercial,N,Y,DD,21,INDE,2012,2014,Sulochanan et al. 2014,Y,2,marine,,not described,none,not described,not described
Sardinella longiceps,Indian oil sardine,Clupeiformes,Clupeidae,2.4,6,10,0.666666,,pelagic-neritic,110,Particulate feeder,highly commercial,N,N,LC,17,INDE,2012,2014,Sulochanan et al. 2014,Y,2,marine,,not described,none,not described,not described
Encrasicholina heteroloba,Shorthead anchovy,Clupeiformes,Engraulidae,3.3,4,10,0.4,,reef-associated ,35,,minor commercial,N,Y,LC,10,SUND,2014,2014,Tahir and Rochman 2014,Y,3,marine,fish market,fish market,none,not described,not described
Engraulis japonicus,Japanese anchovy,Clupeiformes,Engraulidae,3.1,49,64,0.765625,1.76,pelagic-neritic,200,Filter-feeder: facultative,commercial,N,Y,LC,40,KURO,2015,2016,Tanaka and Takada 2016,Y,3,marine,Sabiki rigs,artisanal fishing,FTIR,lab blank,yes
Etmopterus spinax,Velvet Belly,Squaliformes,Etmopteridae,4.1,21,34,0.618,2.205882353,bathydemersal,350,Active predation,minor commercial,N,N,LC,63,MEDI,August of 2018,2019,Valente et al. 2019,Y,3,marine,otter trawl,bycatch,FTIR,lab blank,yes
Galeus melastomus,Blackmouth catshark,Carcharhiniformes,Scyliorhinidae,4.2,25,32,0.781,4.46875,demersal,675,Active predation,minor commercial,N,N,LC,57,MEDI,August of 2018,2019,Valente et al. 2019,Y,3,marine,otter trawl,bycatch,FTIR,lab blank,yes
Scyliorhinus canicula,Lesser spoted dogfish,Carcharhiniformes,Scyliorhinidae,3.8,20,30,0.667,1.333333333,demersal,100,Active predation,minor commercial,N,N,LC,62,MEDI,August of 2018,2019,Valente et al. 2019,Y,3,marine,otter trawl,bycatch,FTIR,lab blank,yes
Centrobranchus andreae,Andre's lanternfish,Myctophiformes,Myctophidae,3.4,2,5,0.4,,pelagic-oceanic,325,Particulate feeder,none,N,N,Not assessed,28,NPTG,Feb. -April 2007,2013,Van Noord 2013,Y,1,marine,dip net,plastic study,none,NA,NA
Myctophum aurolaternatum,Golden lanternfish,Myctophiformes,Myctophidae,3.5,0,3,0,0,bathypelagic,,Benthic foraging,none,N,N,Not assessed,36,NPTG,Feb. -April 2007,2013,Van Noord 2013,Y,1,marine,dip net,plastic study,none,NA,NA
Myctophum lychnobium,,Myctophiformes,Myctophidae,3.2,7,17,0.411764706,,bathypelagic,500,Particulate feeder,none,N,N,LC,17,NPTG,Feb. -April 2007,2013,Van Noord 2013,Y,1,marine,dip net,plastic study,none,NA,NA
Myctophum nitidulum,Pearly lanternfish,Myctophiformes,Myctophidae,3.4,0,1,0,0,bathypelagic,974.5,Particulate feeder,none,N,N,LC,28,NPTG,Feb. -April 2007,2013,Van Noord 2013,Y,1,marine,dip net,plastic study,none,NA,NA
Symbolophorus evermanni,Evermann's lanternfish,Myctophiformes,Myctophidae,3.5,1,14,0.071428571,,bathypelagic,300,Particulate feeder,none,N,N,Not assessed,32,NPTG,Feb. -April 2007,2013,Van Noord 2013,Y,1,marine,dip net,plastic study,none,NA,NA
Pleuronectes platessa,European plaice,Pleuronectiformes,Pleuronectidae,3.2,54,109,0.495412844,0.724770642,demersal,50,Benthic foraging,highly commercial,Y,Y,LC,71,NECS,2009-2013?,2018,Welden et al. 2018,Y,2,marine,beam trawl,plastic study,FTIR,open-air lab control,yes
Zoarces viviparus,Eelpout,Perciformes,Zoarcidae,3.5,0,150,0,,demersal,11,Benthic foraging,minor commercial,N,N,Not assessed,50,NECS,2014,2016,Wesch et al. 2016,Y,3,marine,,plastic study,FTIR,not described,yes
Benthosema glaciale,Glacier lantern fish,Myctophiformes,Myctophidae,4,47,69,0.68115942,0.994492754,pelagic-oceanic,350,Particulate feeder,none,N,N,LC,27,GFST,Spring 2015,2018,Wieczorek et al. 2018,Y,3,marine,pelagic trawl,plastic study,FTIR,open-air lab control,yes
Diaphus rafinesquii,White-spotted lantern fish,Myctophiformes,Myctophidae,3.4,24,34,0.705882353,0.811764706,bathypelagic,1106.5,Particulate feeder,none,N,N,LC,33,GFST,Spring 2015,2018,Wieczorek et al. 2018,Y,3,marine,pelagic trawl,plastic study,FTIR,open-air lab control,yes
Gonostoma denudatum,,Stomiiformes,Gonostomatidae,3.3,5,5,1,2.2,bathypelagic,400,Particulate feeder,none,N,N,LC,31,GFST,Spring 2015,2018,Wieczorek et al. 2018,Y,3,marine,pelagic trawl,plastic study,FTIR,open-air lab control,yes
Lampanyctus macdonaldi,Rakery beaconlamp,Myctophiformes,Myctophidae,3.1,12,16,0.75,1.3125,bathypelagic,762,Particulate feeder,none,N,N,LC,26,GFST,Spring 2015,2018,Wieczorek et al. 2018,Y,3,marine,pelagic trawl,plastic study,FTIR,open-air lab control,yes
Myctophum punctatum,Spotted lanternfish,Myctophiformes,Myctophidae,3.4,64,86,0.744186047,1.696744186,bathypelagic,500,Particulate feeder,none,N,N,LC,32,GFST,Spring 2015,2018,Wieczorek et al. 2018,Y,3,marine,pelagic trawl,plastic study,FTIR,open-air lab control,yes
Serrivomer beanii,Stout sawpalate,Perciformes,Serrivomeridae,3.9,13,14,0.928571429,2.191428571,bathypelagic,2999,Benthic foraging,none,N,N,LC,44,GFST,Spring 2015,2018,Wieczorek et al. 2018,Y,3,marine,pelagic trawl,plastic study,FTIR,open-air lab control,yes
Stomias boa,Boa dragonfish,Stomiiformes,Stomiidae,4,6,9,0.666666667,0.886666667,mesopelagic,1000,Active predation,none,N,N,LC,42,GFST,Spring 2015,2018,Wieczorek et al. 2018,Y,3,marine,pelagic trawl,plastic study,FTIR,open-air lab control,yes
Chelidonichthys kumu,Bluefin gurnard,Scorpaeniformes,Triglidae,3.7,3,3,1,7.3,demersal,112.5,Benthic foraging,commercial,N,N,LC,29,CHIN,18-Jan,2019,Zhang et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes
Chrysochir aureus,Reeve's croaker,Perciformes,Sciaenidae,3.5,,30,,0.35,benthopelagic,,Benthic foraging,minor commercial,N,N,Not assessed,31,CHIN,September of 2017,2019,Zhang et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes
Collichthys lucidus,Light maigre,Perciformes,Sciaenidae,3.6,3,3,1,6.5,demersal,45,Benthic foraging,none,N,N,Not assessed,17,CHIN,18-Jan,2019,Zhang et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes
Collichthys lucidus,Light maigre,Perciformes,Sciaenidae,3.6,,5,,1.2,demersal,90,Benthic foraging,none,N,N,Not assessed,17,CHIN,September of 2017,2019,Zhang et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes
Collichthys niveatus,,Perciformes,Sciaenidae,3.8,0,1,0,0,demersal,80,Particulate feeder,none,N,N,Not assessed,15,CHIN,September of 2017,2019,Zhang et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes
Cynoglossus lighti,,Pleuronectiformes,Cynoglossidae,3.4,3,3,1,5,demersal,,,none,N,N,Not assessed,22,CHIN,18-Jan,2019,Zhang et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes
Cynoglossus robustus,,Pleuronectiformes,Cynoglossidae,3.6,,30,,0.35,demersal,67,,commercial,N,N,Not assessed,41,CHIN,September of 2017,2019,Zhang et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes
Harpadon nehereus,Bombay duck,Aulopiformes,Synodontidae,4.2,,30,,0.5,benthopelagic,50,Active predation,highly commercial,N,N,Not assessed,18,CHIN,September of 2017,2019,Zhang et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes
Johnius spp.,,Perciformes,Sciaenidae,,,30,,0.5,,,,,,,,,CHIN,September of 2017,2019,Zhang et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes
Larimichthys crocea,Large yellow croaker,Perciformes,Sciaenidae,3.7,,30,,0.7,benthopelagic,60,Particulate feeder,highly commercial,Y,N,Not assessed,42,CHIN,September of 2017,2019,Zhang et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes
Larimichthys crocea,Large yellow croaker,Perciformes,Sciaenidae,3.7,3,3,1,5,benthopelagic,60,Particulate feeder,highly commercial,Y,N,Not assessed,42,CHIN,18-Jan,2019,Zhang et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes
Muraenesox cinereus,Daggertooth pike conger,Anguilliformes,Muraenesocidae,4.4,,30,,0.77,demersal,150,Active predation,highly commercial,Y,Y,Not assessed,62,CHIN,September of 2017,2019,Zhang et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes
Muraenesox cinereus,Daggertooth pike conger,Anguilliformes,Muraenesocidae,4.4,3,3,1,7,demersal,150,Active predation,highly commercial,Y,Y,Not assessed,62,CHIN,18-Jan,2019,Zhang et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes
Okamejei kenojei,Ocellate spot skate,Rajiformes,Rajidae,3.4,3,3,1,6.5,demersal,70,Benthic foraging,commercial,N,N,DD,49,CHIN,18-Jan,2019,Zhang et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes
Oplegnathus fasciatus,Barred knifejaw,Perciformes,Oplegnathidae,3.6,3,3,1,4,reef-associated,5.5,Benthic foraging ,commercial,Y,Y,Not assessed,50,CHIN,18-Jan,2019,Zhang et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes
Pennahia argentata,Silver croaker,Perciformes,Sciaenidae,4.1,0,4,0,0,benthopelagic,80,Benthic foraging,commercial,N,N,Not assessed,34,CHIN,September of 2017,2019,Zhang et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes
Pennahia macrocephalus,Big-head pennah croaker,Perciformes,Sciaenidae,4.1,0,1,0,0,demersal,100,Active predation,highly commercial,N,N,Not assessed,26,CHIN,September of 2017,2019,Zhang et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes
Polydactylus sextarius,Blackspot threadfin,Perciformes,Polynemidae,3.8,,2,,0.5,demersal,44,Active predation,commercial,N,Y,Not assessed,31,CHIN,September of 2017,2019,Zhang et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes
Sebastiscus marmoratus,False kelpfish,Scorpaeniformes,Sebastidae,3.7,3,3,1,3.5,demersal,,,commercial,Y,Y,Not assessed,33,CHIN,18-Jan,2019,Zhang et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes
Setipinna taty,Scaly hairfin anchovy,Clupeiformes,Engraulidae,3.6,3,3,1,2.3,pelagic-neritic,25,Particulate feeder,minor commercial,N,N,LC,32,CHIN,18-Jan,2019,Zhang et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes
Ammodytes personatus,Pacific sand lance,Perciformes,Ammodytidae,3.1,20,50,0.4,0.54,demersal,86,Particulate feeder,highly commercial,N,N,Not assessed,26,CHIN,Summer 2016,2019,Zhao et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes
Anchoviella commersonii,Commerson's anchovy,Clupeiformes,Engraulidae,3.1,10,30,0.33,0.4,pelagic-neritic,25,Particulate feeder,commercial,N,N,LC,14,CHIN,Summer 2016,2019,Zhao et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes
Chelidonichthys kumu,Bluefin gurnard,Scorpaeniformes,Triglidae,3.7,64,177,0.36,0.45,demersal,112,Benthic foraging,commercial,N,N,LC,29,CHIN,Summer 2016,2019,Zhao et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes
Cleisthenes herzensteini,Pointhead flouder,Pleuronectiformes,Pleuronectidae,3.4,12,36,0.33,0.44,demersal,,Benthic foraging,commercial,N,N,Not assessed,64,CHIN,Summer 2016,2019,Zhao et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes
Decapterus muroadsi,Amberstripe scad,Perciformes,Carangidae,3.4,24,78,0.31,0.41,pelagic-oceanic,160.5,Particulate feeder,commercial,N,N,LC,41,CHIN,Summer 2016,2019,Zhao et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes
Engraulis japonicus,Japanese anchovy,Clupeiformes,Engraulidae,3.1,92,280,0.33,0.39,pelagic-neritic,200,Filter-feeder: facultative,commercial,N,Y,LC,40,CHIN,Summer 2016,2019,Zhao et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes
Erisphex pottii,,Scorpaeniformes,Aploactinidae,4.1,34,120,0.28,0.32,demersal,37,Active predation,none,N,N,Not assessed,10,CHIN,Summer 2016,2019,Zhao et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes
Eupleurogrammus muticus,Smallhead hairtail,Perciformes,Trichiuridae,4.1,5,15,0.33,0.33,benthopelagic,40,Active predation,commercial,N,N,Not assessed,30,CHIN,Summer 2016,2019,Zhao et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes
Gadus macrocephalus,Pacific cod,Gadiformes,Gadidae,4.2,16,40,0.4,0.43,demersal,645,Active predation,highly commercial,N,Y,Not assessed,50,CHIN,Summer 2016,2019,Zhao et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes
Hexagrammos otakii,Fat greenling,Scorpaeniformes,Hexagrammidae,3.8,13,40,0.33,0.38,demersal,142,Active predation,commercial,N,Y,Not assessed,34,CHIN,Summer 2016,2019,Zhao et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes
Jaydia lineata,Indian perch,Perciformes,Apogonidae,3.7,7,20,0.35,0.4,demersal,73,Benthic foraging,none,N,N,Not assessed,30,CHIN,Summer 2016,2019,Zhao et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes
Larimichthys polyactis,yellow croaker,Perciformes,Sciaenidae,3.7,11,30,0.37,0.97,benthopelagic,60,Benthic foraging,highly commercial,N,N,Not assessed,32,CHIN,Summer 2016,2019,Zhao et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes
Liparis tanakae,Tanaka's snailfish,Scorpaeniformes,Liparidae,4.3,78,245,0.32,0.36,demersal,85,Benthic foraging,none,N,N,Not assessed,51,CHIN,Summer 2016,2019,Zhao et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes
Lophius litulon,Yellow goosefish,Lophiiformes,Lophiidae,4.1,5,20,0.25,0.25,bathydemersal,292.5,Active predation,commercial,N,N,Not assessed,78,CHIN,Summer 2016,2019,Zhao et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes
Pampus argenteus,Silver pomfret,Perciformes,Stromateidae,3.3,2,10,0.2,0.2,benthopelagic,57.5,Particulate feeder,highly commercial,N,N,Not assessed,31,CHIN,Summer 2016,2019,Zhao et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes
Pholis fangi,,Perciformes,Pholidae,3.2,27,79,0.38,0.48,demersal,8,,none,N,N,Not assessed,20,CHIN,Summer 2016,2019,Zhao et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes
Psenopsis anomala,Pacific rudderfish,Perciformes,Centrolophidae,4,2,10,0.2,0.2,benthopelagic,185,Particulate feeder,commercial,N,N,LC,32,CHIN,Summer 2016,2019,Zhao et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes
Setipinna taty,Scaly hairfin anchovy,Clupeiformes,Engraulidae,3.6,6,20,0.3,0.35,pelagic-neritic,25,Particulate feeder,minor commercial,N,N,LC,32,CHIN,Summer 2016,2019,Zhao et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes
Zoarces elongatus,Eastern viviparous blenny,Perciformes,Zoarcidae,3.2,182,280,0.65,0.8,demersal,25,Benthic foraging,none,N,N,Not assessed,46,CHIN,Summer 2016,2019,Zhao et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes
Antigonia capros,Deepbody boarfish,Perciformes,Caproidae,4.1,3,3,1,1.88,demersal,475,Benthic foraging,minor commercial,N,N,LC,57,CHIN,Mar-17,2019,Zhu et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes
Benthodesmus tenuis,Slender frostfish,Perciformes,Trichiuridae,4.4,2,2,1,3.31,benthopelagic,525,,none,N,N,LC,65,CHIN,Mar-17,2019,Zhu et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes
Borostomias pacificus,,Stomiiformes,Stomiidae,3.7,1,1,1,6.6,bathypelagic,875,,none,N,N,Not assessed,40,CHIN,Mar-17,2019,Zhu et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes
Centroberyx lineatus,Swallow-tail,Beryciformes,Berycidae,4.2,3,3,1,2.83,benthopelagic,147.5,Active predation,minor commercial,N,N,Not assessed,58,CHIN,Mar-17,2019,Zhu et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes
Chlorophthalmus agassizi,Shortnose greeneye,Aulopiformes,Chlorophthalmidae,3.7,1,1,1,1.88,bathydemersal,525,Benthic foraging,minor commercial,N,N,LC,40,CHIN,Mar-17,2019,Zhu et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes
Chlorophthalmus albatrossis,,Aulopiformes,Chlorophthalmidae,4.1,4,4,1,2.35,bathydemersal,325,Active predation,commercial,N,N,Not assessed,10,CHIN,Mar-17,2019,Zhu et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes
Diaphus watasei,Watases lanternfish,Myctophiformes,Myctophidae,3.2,4,4,1,4.01,benthopelagic,1052.5,,none,N,N,LC,17,CHIN,Mar-17,2019,Zhu et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes
Lepidotrigla guentheri,,Scorpaeniformes,Triglidae,3.5,4,4,1,3.06,demersal,175,,none,N,N,Not assessed,28,CHIN,Mar-17,2019,Zhu et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes
Malakichthys griseus,,Perciformes,Acropomatidae,3.2,1,1,1,3.77,pelagic-oceanic,,Particulate feeder,none,N,N,Not assessed,22,CHIN,Mar-17,2019,Zhu et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes
Neoscopelus microchir,shortfin neoscopelid,Myctophiformes,Neoscopelidae,3.2,1,1,1,3.78,bathypelagic,475,Particulate feeder,none,N,N,LC,43,CHIN,Mar-17,2019,Zhu et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes
Polymetme elongata,,Stomiiformes,Phosichthyidae,3.6,1,1,1,7.5,benthopelagic,350,,none,N,N,Not assessed,11,CHIN,Mar-17,2019,Zhu et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes
Rexea solandri,Silver gemfish,Perciformes,Gempylidae,4.3,3,3,1,4.4,benthopelagic,375,Active predation,commercial,N,N,Not assessed,62,CHIN,Mar-17,2019,Zhu et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes
Synagrops japonicus,blackmouth splitfin,Perciformes,Acropomatidae,4.3,2,2,1,3.78,benthopelagic,450,Active predation,commercial,N,N,LC,45,CHIN,Mar-17,2019,Zhu et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes
Rhincodon typus,Whale shark,Orectolobiformes,Rhincodontidae,3.6,1,1,1,38,pelagic-oceanic,50,Filter-feeder: facultative,commercial,N,N,EN,87,SUND,Summer 2018,2019,Abreo et al. 2019,N,1,marine,incidental,incidental,none,NA,NA
Brama brama,Atlantic pomfret,Perciformes,Bramidae,4.1,0,9,0,0,pelagic-neritic,100,Active predation,commercial,N,N,LC,71,MEDI,summer and autumn 2010,2013,Anastasopoulou et al. 2013,N,2,marine,longline,plastic study (not listed),none,NA,NA
Centrophorus granulosus,Gulper Shark,Squaliformes,Centrolophidae,4.1,0,5,0,0,bathydemersal,400,Active predation,minor commercial,N,N,DD,70,MEDI,summer and autumn 2010,2013,Anastasopoulou et al. 2013,N,2,marine,longline,plastic study (not listed),none,NA,NA
Conger conger,European conger,Anguilliformes,Congridae,4.2,0,44,0,0,demersal,585.5,Active predation,commercial,N,Y,LC,86,MEDI,summer and autumn 2010,2013,Anastasopoulou et al. 2013,N,2,marine,longline,plastic study (not listed),none,NA,NA
Epigonus telescopus,Black cardinal fish,Perciformes,Epigonidae,3.6,0,4,0,0,bathydemersal,550,Particulate feeder,commercial,N,N,LC,70,MEDI,summer and autumn 2010,2013,Anastasopoulou et al. 2013,N,2,marine,longline,plastic study (not listed),none,NA,NA
Etmopterus spinax,Velvet Belly,Squaliformes,Etmopteridae,4.1,1,16,0.0625,0.0813,bathydemersal,350,Active predation,minor commercial,N,N,LC,63,MEDI,summer and autumn 2010,2013,Anastasopoulou et al. 2013,N,2,marine,longline,plastic study (not listed),none,NA,NA
