Scientific name,Common name,Order,Family,Trophic level,Num. w plastic,Total num. sampled,FO of plastic,Mean num particles per indv,Habitat,Average depth found,Primary foraging behavior,Commercial status,Aquaculture status,Recreational status,IUCN status,Vulnerability score,Oceanographic province,Year of collection,Publication year,Reference,Quantified microplastic,Method type,Marine/estuarine,Equipment used,Capture purpose,Polymer confirmation,Blanks used,Clean lab procedures used
Sprattus sprattus,European sprat,Clupeiformes,Clupeidae,3,1,141,0.007092199,0.0142,pelagic-neritic,80,Particulate feeder,highly commercial,N,N,LC,33,NECS,43478,2017,Hermsen et al. 2017,Y,3,marine,trawling,plastic study,FTIR,lab blank,yes
Scomber colias,Atlantic chub mackerel,Perciformes,Scombridae,3.9,94,120,0.783333333,2.17,pelagic-oceanic,158,Particulate feeder,none,N,N,LC,43,CNRY,2017,2019,Herrera et al. 2019,Y,3,marine,purse seine,artisanal fishing,FTIR,open-air lab control,yes
Ammodytes personatus,Pacific sand lance,Perciformes,Ammodytidae,3.1,11,734,0.014986376,0.07493188,demersal,86,Particulate feeder,highly commercial,N,N,Not assessed,26,CCAL,2009-2016,2018,Hipfner et al. 2018,Y,2,marine,collected from seabirds,plastic study,FTIR,open-air lab control,yes
Clupea pallasii,Pacific herring,Clupeiformes,Clupeidae,3.2,4,205,0.019512195,0.248780488,pelagic-neritic,237.5,Filter-feeder: facultative,highly commercial,N,Y,Not assessed,28,CCAL,2009-2016,2018,Hipfner et al. 2018,Y,2,marine,collected from seabirds,plastic study,FTIR,open-air lab control,yes
Lates calcarifer,Asian sea bass,Perciformes,Latidae,3.8,2,2,1,1268.5,demersal,25,Active predation,highly commercial,Y,Y,Not assessed,69,SUND,8-Jul,2017,Ibrahim et al. 2017,Y,3,estuarine,"drift net, aquaculture","plastic study, aquaculture",FTIR,not described,vaguely mentioned
Acanthogobius hasta,Asian freshwater goby,Perciformes,Gobiidae,3.6,18,18,1,5.3,demersal,,,none,N,N,Not assessed,45,CHIN,2015,2017,Jabeen et al. 2017,Y,3,marine,fish market,fish market,FTIR,lab blank,yes
Branchiostegus japonicus,Horsehead tilefish,Perciformes,Malacanthidae,3.4,18,18,1,4.6,demersal,115,Particulate feeder,commercial,N,N,LC,35,CHIN,2015,2017,Jabeen et al. 2017,Y,3,marine,fish market,fish market,FTIR,lab blank,yes
Coilia nasus,Japanese grenadier herring,Clupeiformes,Engraulidae,3,18,18,1,4,pelagic-neritic,,Filter-feeder: facultative,commercial,N,N,EN,33,CHIN,2015,2017,Jabeen et al. 2017,Y,3,marine,fish market,fish market,FTIR,lab blank,yes
Collichthys lucidus,Light maigre,Perciformes,Sciaenidae,3.6,18,18,1,6.2,demersal,45,Benthic foraging,none,N,N,Not assessed,17,CHIN,2015,2017,Jabeen et al. 2017,Y,3,marine,fish market,fish market,FTIR,lab blank,yes
Cynoglossus abbreviatus,Three-lined tounge sole,Pleuronectiformes,Cynoglossidae,3.5,18,18,1,6.9,demersal,52.5,Benthic foraging,commercial,N,N,Not assessed,47,CHIN,2015,2017,Jabeen et al. 2017,Y,3,marine,fish market,fish market,FTIR,lab blank,yes
Harpadon nehereus,Bombay duck,Aulopiformes,Synodontidae,4.2,18,18,1,3.8,benthopelagic,50,Active predation,highly commercial,N,N,Not assessed,18,CHIN,2015,2017,Jabeen et al. 2017,Y,3,marine,fish market,fish market,FTIR,lab blank,yes
Hyporhamphus intermedius,Asian pencil halfbeak,Beloniformes,Hemiramphidae,3.4,18,18,1,3.7,pelagic-neritic,,Particulate feeder,commercial,N,N,Not assessed,21,CHIN,2015,2017,Jabeen et al. 2017,Y,3,marine,fish market,fish market,FTIR,lab blank,yes
Larimichthys crocea,Large yellow croaker,Perciformes,Sciaenidae,3.7,18,18,1,4.6,benthopelagic,60,Particulate feeder,highly commercial,Y,N,Not assessed,42,CHIN,2015,2017,Jabeen et al. 2017,Y,3,marine,fish market,fish market,FTIR,lab blank,yes
Lateolabrax japonicus,Japanese seabass,Perciformes,Lateolabracidae,3.1,18,18,1,2.1,reef-associated,,Particulate feeder,commercial,Y,Y,Not assessed,52,CHIN,2015,2017,Jabeen et al. 2017,Y,3,marine,fish market,fish market,FTIR,lab blank,yes
Mugil cephalus,Flathead gray mullet,Mugiliformes,Mugilidae,2.5,18,18,1,3.7,benthopelagic,5,Benthic foraging,highly commercial,Y,Y,LC,42,CHIN,2015,2017,Jabeen et al. 2017,Y,3,marine,fish market,fish market,FTIR,lab blank,yes
Muraenesox cinereus,Daggertooth pike conger,Anguilliformes,Muraenesocidae,4.4,18,18,1,2.4,demersal,150,Active predation,highly commercial,Y,Y,Not assessed,62,CHIN,2015,2017,Jabeen et al. 2017,Y,3,marine,fish market,fish market,FTIR,lab blank,yes
Oxyeleotris marmorata,Marble goby,Perciformes,Eleotridae,3.9,18,18,1,4.2,demersal,10,Benthic foraging,commercial,Y,N,LC,61,CHIN,2015,2017,Jabeen et al. 2017,Y,3,marine,fish market,fish market,FTIR,lab blank,yes
Pampus cinereus,Silver pomfret,Perciformes,Stromateidae,3.3,18,18,1,3,benthopelagic,57.5,Particulate feeder,highly commercial,N,N,Not assessed,31,CHIN,2015,2017,Jabeen et al. 2017,Y,3,marine,fish market,fish market,FTIR,lab blank,yes
Photopectoralis bindus,Orangefin ponyfish,Perciformes,Leiognathidae,2.9,18,18,1,4.1,demersal,81,Benthic foraging,minor commercial,N,N,Not assessed,15,CHIN,2015,2017,Jabeen et al. 2017,Y,3,marine,fish market,fish market,FTIR,lab blank,yes
Planiliza haematocheilus,So-iuy mullet,Mugiliformes,Mugilidae,2.5,18,18,1,3.3,pelagic-neritic,7.5,Benthic foraging,commercial,N,N,Not assessed,58,CHIN,2015,2017,Jabeen et al. 2017,Y,3,marine,fish market,fish market,FTIR,lab blank,yes
Psenopsis anomala,Pacific rudderfish,Perciformes,Centrolophidae,4,18,18,1,1.1,benthopelagic,185,Particulate feeder,commercial,N,N,LC,32,CHIN,2015,2017,Jabeen et al. 2017,Y,3,marine,fish market,fish market,FTIR,lab blank,yes
Repomucenus planus,Japanese darter dragonet,Perciformes,Callionymidae,3.2,18,18,1,4.8,demersal,,not listed,none,N,N,Not assessed,18,CHIN,2015,2017,Jabeen et al. 2017,Y,3,marine,fish market,fish market,FTIR,lab blank,yes
Sebastiscus marmoratus,False kelpfish,Scorpaeniformes,Sebastidae,3.7,18,18,1,4.2,demersal,,,commercial,Y,Y,Not assessed,33,CHIN,2015,2017,Jabeen et al. 2017,Y,3,marine,fish market,fish market,FTIR,lab blank,yes
Sillago sihama,Silver sillago,Perciformes,Sillaginidae,3.3,18,18,1,2.8,reef-associated,1,Benthic foraging,commercial,Y,N,LC,24,CHIN,2015,2017,Jabeen et al. 2017,Y,3,marine,fish market,fish market,FTIR,lab blank,yes
Terapon jarbua,Jarbua terapon,Perciformes,Terapontidae,3.9,18,18,1,3,demersal,185,Active predation,minor commercial,Y,N,LC,37,CHIN,2015,2017,Jabeen et al. 2017,Y,3,marine,fish market,fish market,FTIR,lab blank,yes
Thamnaconus septentrionalis,,Tetraodontiformes,Monacanthidae,3.4,18,18,1,7.2,demersal,,,none,N,N,Not assessed,35,CHIN,2015,2017,Jabeen et al. 2017,Y,3,marine,fish market,fish market,FTIR,lab blank,yes
Alepisaurus ferox,Longnosed lancetfish,Aulopiformes,Alepisauridae,4,47,192,0.244791667,,bathypelagic,915,Active predation,none,N,N,LC,83,NPTG,November 2010-August 2011,2013,Jantz et al. 2013,Y,1,marine,longline,bycatch,none,NA,NA
Eleutheronema tridactylum,Threefinger threadfin,Perciformes,Polynemidae,3.6,3,10,0.3,1,pelagic-neritic,,,minor commercial,N,N,DD,20,SUND,2017,2019,Karbalaei et al. 2019,Y,3,marine,fish market,fish market,Raman,field and lab blank,yes
Epinephelus coioides,Orange-spotted grouper,Perciformes,Serranidae,4,3,10,0.3,0.4,reef-associated,50,Benthic foraging,commercial,Y,N,LC,58,SUND,2017,2019,Karbalaei et al. 2019,Y,3,marine,fish market,fish market,Raman,field and lab blank,yes
Euthynnus affinis,Kawakawa,Perciformes,Scombridae,4.5,0,10,0,0,pelagic-neritic,100,Active predation,highly commercial,N,Y,LC,37,SUND,2017,2019,Karbalaei et al. 2019,Y,3,marine,fish market,fish market,Raman,field and lab blank,yes
Megalaspis cordyla,torpedo scad,Perciformes,Carangidae,3.9,2,10,0.22,0.2,reef-associated,60,Active predation,highly commercial,N,N,LC,29,SUND,2017,2019,Karbalaei et al. 2019,Y,3,marine,fish market,fish market,Raman,field and lab blank,yes
Nemipterus bipunctatus,Delagoa threadfin bream,Perciformes,Nemipteridae,3.9,9,10,0.9,0.1,demersal,59,Active predation,minor commercial,N,N,LC,28,SUND,2017,2019,Karbalaei et al. 2019,Y,3,marine,fish market,fish market,Raman,field and lab blank,yes
Rastrelliger kanagurta,Indian mackerel,Perciformes,Scombridae,3.2,6,10,0.55,0.5,pelagic-oceanic,55,Particulate feeder,highly commercial,N,Y,DD,21,SUND,2017,2019,Karbalaei et al. 2019,Y,3,marine,fish market,fish market,Raman,field and lab blank,yes
Selar boops,Oxeye scad,Perciformes,Carangidae,3.5,0,10,0,0,reef-associated,267.5,Particulate feeder,commercial,N,N,LC,14,SUND,2017,2019,Karbalaei et al. 2019,Y,3,marine,fish market,fish market,Raman,field and lab blank,yes
Thunnus tonggol,longtail tuna,Perciformes,Scombridae,4.5,2,10,0.22,0.3,pelagic-neritic,10,Active predation,highly commercial,N,Y,DD,47,SUND,2017,2019,Karbalaei et al. 2019,Y,3,marine,fish market,fish market,Raman,field and lab blank,yes
Salmo trutta,Sea trout,Salmoniformes,Salmonidae,3.4,42,62,0.677419355,,pelagic-neritic,14,Benthic foraging,commercial,Y,Y,LC,60,NECS,2014,2017,Karlsson et al. 2017,Y,3,estuarine,electrocution,plastic study,FTIR,field and lab blank,yes
Ciliata mustela,Five bearded rockling,Gadiformes,Lotidae,3.5,6,108,0.055555556,,demersal,,Benthic foraging,commercial,N,N,LC,19,NECS,1972-1975,1976,Kartar et al. 1976,Y,1,marine,,not described,none,NA,NA
Platichthys flesus,Flounder,Pleuronectiformes,Pleuronectidae,3.3,133,1090,0.122018349,,demersal,50,Benthic foraging,commercial,experimental,Y,LC,42,NECS,1972-1975,1976,Kartar et al. 1976,Y,1,marine,,not described,none,NA,NA
Pomatoschistus minutus,Sand goby,Perciformes,Gobiidae,3.2,15,200,0.075,,demersal,102,Benthic foraging,none,N,N,LC,15,NECS,1972-1975,1976,Kartar et al. 1976,Y,1,marine,,not described,none,NA,NA
Sardinella longiceps,Indian oil sardine,Clupeiformes,Clupeidae,2.4,0,12,0,0,pelagic-neritic,110,Particulate feeder,highly commercial,N,N,LC,17,INDE,2013,2013,Kripa et al. 2014,Y,2,marine,,plastic study,none,not described,not described
Stolephorus commersonnii,Commerson's anchovy,Clupeiformes,Engraulidae,3.1,6,16,0.375,,pelagic-neritic,25,Particulate feeder,commercial,N,N,LC,14,INDE,2013,2013,Kripa et al. 2014,Y,2,marine,,plastic study,none,not described,not described
Boreogadus saida,Polar cod,Gadiformes,Gadidae,3.1,2,72,0.027777778,0.11,demersal,200,Benthic foraging,highly commercial,N,N,Not assessed,46,BPRL,2012-2015,2018,Kuhn et al. 2018,Y,2,marine,trawling,plastic study,FTIR,lab blank,yes
Rastrelliger kanagurta,Indian mackerel,Perciformes,Scombridae,3.2,6,20,0.3,,pelagic-neritic,55,Filter-feeder: facultative,highly commercial,N,Y,DD,21,INDW,2016,2018,Kumar et al. 2018,Y,3,estuarine,,artisanal fishing,FTIR,not described,vaguely mentioned
Epinephelus merra,Honeycomb grouper,Perciformes,Serranidae,3.8,6,20,0.3,,reef-associated ,25,Active predation,commercial,Y,Y,LC,29,INDW,2016,2018,Kumar et al. 2018,Y,3,estuarine,,artisanal fishing,FTIR,not described,vaguely mentioned
Engraulis encrasicolus,European anchovy,Clupeiformes,Engraulidae,3.1,9,84,0.11,0.11,pelagic-neritic,200,Particulate feeder,highly commercial,N,N,LC,25,MEDI,2015,2019,Lefebvre et al. 2019,Y,3,marine,pelagic trawl,plastic study,FTIR,lab blank,yes
Sardina pilchardus,European sardine,Clupeiformes,Clupeidae,3.1,10,85,0.12,0.2,pelagic-neritic,100,Particulate feeder,highly commercial,N,N,LC,27,MEDI,2015,2019,Lefebvre et al. 2019,Y,3,marine,pelagic trawl,plastic study,FTIR,lab blank,yes
Gadus morhua,Atlantic Cod,Gadiformes,Gadidae,4.1,5,205,0.024,0.034,benthopelagic,175,Benthic foraging,highly commercial,Y,Y,VU,65,GFST,2015,2016,Liboiron et al. 2016,Y,2,marine,fish wharf,artisanal fishing,none,not described,yes
Merluccius bilinearis,Silver hake,Gadiformes,Merluccidae,4.5,0,134,0,0,demersal,484.5,Active predation,none,N,N,NT,54,NWCS,2016,2018,Liboiron et al. 2018,Y,3,marine,trawling,plastic study,Raman,not described,yes
Gadus morhua,Atlantic Cod,Gadiformes,Gadidae,4.1,17,1010,0.016831683,0.019,benthopelagic,175,Benthic foraging,highly commercial,Y,Y,VU,65,NWCS,2015-2016,2019,Liboiron et al. 2019,Y,2,marine,various,"plastic study, commercial fishing, recreational fishing",Raman,not described,yes
Mallotus villosus,Capelin,Osmeriformes,Osmeridae,3.2,0,350,0,0,pelagic-oceanic,362,Particulate feeder,highly commercial,N,N,Not assessed,27,NWCS,2015-2018,2019,Liboiron et al. 2019,Y,2,marine,various,"plastic study, commercial fishing, recreational fishing",Raman,not described,yes
Salmo salar,Atlantic Salmon,Salmoniformes,Salmonidae,4.5,0,69,0,0,benthopelagic,105,Benthic foraging,highly commercial,Y,Y,LC,62,NWCS,2015-2017,2019,Liboiron et al. 2019,Y,2,marine,various,"plastic study, commercial fishing, recreational fishing",Raman,not described,yes
Aspitrigla cuculus,Red gurnard,Scorpaeniformes,Triglidae,3.8,34,66,0.515151515,0.9994,demersal,140,Benthic foraging,minor commercial,N,N,LC,46,NECS,June 2010-July 2011,2013,Lusher et al. 2013,Y,2,marine,trawling,plastic study,FTIR,not described,yes
Buglossidium luteum,Solenette,Pleuronectiformes,Soleidae,3.3,13,50,0.26,0.3198,demersal,25,Benthic foraging,minor commercial,N,N,LC,24,NECS,June 2010-July 2011,2013,Lusher et al. 2013,Y,2,marine,trawling,plastic study,FTIR,not described,yes
Callionymus lyra,Dragonette,Perciformes,Callionymidae,3.3,19,50,0.38,0.6802,demersal,17.5,Benthic foraging,minor commercial,N,N,LC,29,NECS,June 2010-July 2011,2013,Lusher et al. 2013,Y,2,marine,trawling,plastic study,FTIR,not described,yes
Cepola macrophthalma,Redband fish,Perciformes,Cepolidae,3.1,20,62,0.322580645,0.6935,demersal,207.5,Particulate feeder,minor commercial,N,N,LC,50,NECS,June 2010-July 2011,2013,Lusher et al. 2013,Y,2,marine,trawling,plastic study,FTIR,not described,yes
Merlangius merlangus,Whiting,Gadiformes,Gadidae,4.4,16,50,0.32,0.56,benthopelagic,65,Benthic foraging,highly commercial,N,Y,LC,38,NECS,June 2010-July 2011,2013,Lusher et al. 2013,Y,2,marine,trawling,plastic study,FTIR,not described,yes
Microchirus variegatus,Thick back sole,Pleuronectiformes,Soleidae,3.3,12,51,0.235294118,0.3718,demersal,210,Benthic foraging,commercial,N,N,LC,32,NECS,June 2010-July 2011,2013,Lusher et al. 2013,Y,2,marine,trawling,plastic study,FTIR,not described,yes
Micromesistius poutassou,Blue whiting,Gadiformes,Gadidae,4.1,14,27,0.518518519,1.073,bathypelagic,350,Active predation,highly commercial,N,N,Not assessed,34,NECS,June 2010-July 2011,2013,Lusher et al. 2013,Y,2,marine,trawling,plastic study,FTIR,not described,yes
Trachurus trachurus,Atlantic horse mackerel,Perciformes,Carangidae,3.7,16,56,0.285714286,0.4285,pelagic-neritic,150,Particulate feeder,highly commercial,N,Y,VU,59,NECS,June 2010-July 2011,2013,Lusher et al. 2013,Y,2,marine,trawling,plastic study,FTIR,not described,yes
Trisopterus minutus,Poor cod,Gadiformes,Gadidae,3.7,20,50,0.4,0.78,benthopelagic,107.5,Benthic foraging,commercial,N,N,Not assessed,48,NECS,June 2010-July 2011,2013,Lusher et al. 2013,Y,2,marine,trawling,plastic study,FTIR,not described,yes
Zeus faber,John Dory,Zeiformes,Zeidae,4.5,20,46,0.476190476,1.1478,benthopelagic,100,Active predation,commercial,Y,N,DD,68,NECS,June 2010-July 2011,2013,Lusher et al. 2013,Y,2,marine,trawling,plastic study,FTIR,not described,yes
Arctozenus risso,Spotted barracudina,Aulopiformes,Paralepidae,3.2,3,14,0.21,0.29,bathypelagic,1100,Particulate feeder,none,N,N,LC,34,NECS,2013-2014,2015,Lusher et al. 2015,Y,3,marine,"trawling, bycatch","plastic study, bycatch",none,lab blank,yes
Argyropelecus spp.,Hatchetfish sp.,Stomiiformes,Stomiidae,,0,5,0,0,,,,,,,,,NECS,2013-2014,2015,Lusher et al. 2015,Y,3,marine,"trawling, bycatch","plastic study, bycatch",none,lab blank,yes
Benthosema glaciale,Glacier lantern fish,Myctophiformes,Myctophidae,3,6,27,0.22,0.33,pelagic-oceanic,350,Particulate feeder,none,N,N,LC,27,NECS,2013-2014,2015,Lusher et al. 2015,Y,3,marine,"trawling, bycatch","plastic study, bycatch",none,lab blank,yes
Lampanyctus crocodilus,Jewel lanternfish,Myctophiformes,Myctophidae,3.2,0,2,0,0,bathypelagic,596,Particulate feeder,none,N,N,LC,60,NECS,2013-2014,2015,Lusher et al. 2015,Y,3,marine,"trawling, bycatch","plastic study, bycatch",none,lab blank,yes
Maurolicus muelleri,Mueller's pearlside,Stomiiformes,Sternoptychidae,3,8,282,0.03,0.032,bathypelagic,350,Particulate feeder,minor commercial,N,N,Not assessed,13,NECS,2013-2014,2015,Lusher et al. 2015,Y,3,marine,"trawling, bycatch","plastic study, bycatch",none,lab blank,yes
Myctophum punctatum,Spotted lanternfish,Myctophiformes,Myctophidae,3.4,0,3,0,0,bathypelagic,500,Particulate feeder,none,N,N,LC,32,NECS,2013-2014,2015,Lusher et al. 2015,Y,3,marine,"trawling, bycatch","plastic study, bycatch",none,lab blank,yes
Notoscopelus elongatus kroyeri,Lancet fish,Myctophiformes,Myctophidae,3.2,63,417,0.15,0.16,pelagic-oceanic,850,Particulate feeder,none,N,N,Not assessed,39,NECS,2013-2014,2015,Lusher et al. 2015,Y,3,marine,"trawling, bycatch","plastic study, bycatch",none,lab blank,yes
Stomias boa,Boa dragonfish,Stomiiformes,Stomiidae,4,2,5,0.4,0.8,bathypelagic,1136.5,Active predation,none,N,N,LC,42,NECS,2013-2014,2015,Lusher et al. 2015,Y,3,marine,"trawling, bycatch","plastic study, bycatch",none,lab blank,yes
Xenodermichthys copei,Bluntsnout smoothhead,Osmeriformes,Alepocephalidae,3.2,3,5,0.6,1.2,bathypelagic,,Particulate feeder,none,N,N,LC,39,NECS,2013-2014,2015,Lusher et al. 2015,Y,3,marine,"trawling, bycatch","plastic study, bycatch",none,lab blank,yes
Merluccius merluccius,European hake,Gadiformes,Merluccidae,4.4,31,67,0.462686567,0.462686567,demersal,235,Active predation,highly commercial,N,Y,LC,64,MEDI,June of 2017,2019,Mancuso et al. 2019,Y,3,marine,trawling,plastic study,none,lab blank,yes
Acanthurus lineatus,Lined surgeonfish,Perciformes,Acanthuridae,2,4,24,0.166666667,0.25,reef-associated,2,Grazing,commercial,N,N,LC,23,SPSG,Sept 2015-Oct 2016,2018,Markic et al. 2018,Y,3,marine,"fish market, fishermen","plastic study, artisanal fishery",FTIR,lab blank,yes
Caranx papuensis,Brassy Trevally,Perciformes,Carangidae,4,14,32,0.4375,1.03125,reef-associated,25.5,Active predation,minor commercial,Y,Y,LC,33,SPSG,Sept 2015-Oct 2016,2018,Markic et al. 2018,Y,3,marine,"fish market, fishermen","plastic study, artisanal fishery",FTIR,lab blank,yes
Cheilopogon pitcairnensis,,Beloniformes,Exocoetidae,3.9,2,21,0.095238095,0.095238095,pelagic-neritic,10,Active predation,minor commercial,N,N,Not assessed,16,SPSG,Sept 2015-Oct 2016,2018,Markic et al. 2018,Y,3,marine,"fish market, fishermen","plastic study, artisanal fishery",FTIR,lab blank,yes
Chelidonichthys kumu,Bluefin gurnard,Scorpaeniformes,Triglidae,3.7,1,27,0.037037037,0.074074074,demersal,112.5,Benthic foraging,commercial,N,N,LC,29,SPSG,Sept 2015-Oct 2016,2018,Markic et al. 2018,Y,3,marine,"fish market, fishermen","plastic study, artisanal fishery",FTIR,lab blank,yes
Coryphaena hippurus,Common dolphinfish,Perciformes,Coryphaenidae,4.4,2,10,0.2,0.4,pelagic-neritic,7.5,Active predation,highly commercial,Y,Y,LC,40,SPSG,Sept 2015-Oct 2016,2018,Markic et al. 2018,Y,3,marine,"fish market, fishermen","plastic study, artisanal fishery",FTIR,lab blank,yes
Ctenochaetus striatus,Striated surgeonfish,Perciformes,Acanthuridae,2,13,56,0.232142857,0.303571429,reef-associated,18,Grazing,commercial,N,N,LC,18,SPSG,Sept 2015-Oct 2016,2018,Markic et al. 2018,Y,3,marine,"fish market, fishermen","plastic study, artisanal fishery",FTIR,lab blank,yes
Decapterus macrosoma,Shortfin scad,Perciformes,Carangidae,3.4,7,25,0.28,0.32,reef-associated,50,Particulate feeder,commercial,N,N,LC,17,SPSG,Sept 2015-Oct 2016,2018,Markic et al. 2018,Y,3,marine,"fish market, fishermen","plastic study, artisanal fishery",FTIR,lab blank,yes
Decapterus muroadsi,Amberstripe scad,Perciformes,Carangidae,3.4,16,25,0.64,1.56,pelagic-oceanic,160.5,Particulate feeder,commercial,N,N,LC,41,SPSG,Sept 2015-Oct 2016,2018,Markic et al. 2018,Y,3,marine,"fish market, fishermen","plastic study, artisanal fishery",FTIR,lab blank,yes
Ellochelon vaigiensis,Squaretail mullet,Mugiliformes,Mugilidae,2.2,16,33,0.484848485,2.060606061,reef-associated,2.5,Grazing,commercial,Y,N,LC,54,SPSG,Sept 2015-Oct 2016,2018,Markic et al. 2018,Y,3,marine,"fish market, fishermen","plastic study, artisanal fishery",FTIR,lab blank,yes
Girella tricuspidata,Parore,Perciformes,Kyphosidae,2.1,14,20,0.7,4.15,benthopelagic,10,Grazing,commercial,N,Y,Not assessed,36,SPSG,Sept 2015-Oct 2016,2018,Markic et al. 2018,Y,3,marine,"fish market, fishermen","plastic study, artisanal fishery",FTIR,lab blank,yes
Gnathodentex aureolineatus,Striped large-eye bream,Perciformes,Lethrinidae,3.7,2,29,0.068965517,0.068965517,reef-associated,16.5,Benthic foraging,commercial,N,N,LC,30,SPSG,Sept 2015-Oct 2016,2018,Markic et al. 2018,Y,3,marine,"fish market, fishermen","plastic study, artisanal fishery",FTIR,lab blank,yes
Heteropriacanthus cruentatus,Glasseye,Perciformes,Priacanthidae,3.6,3,10,0.3,0.3,reef-associated,151.5,Benthic foraging,minor commercial,N,N,LC,29,SPSG,Sept 2015-Oct 2016,2018,Markic et al. 2018,Y,3,marine,"fish market, fishermen","plastic study, artisanal fishery",FTIR,lab blank,yes
Hyporhamphus ihi,,Beloniformes,Hemiramphidae,3.2,0,24,0,0,pelagic-neritic,,Particulate feeder,minor commercial,N,N,Not assessed,20,SPSG,Sept 2015-Oct 2016,2018,Markic et al. 2018,Y,3,marine,"fish market, fishermen","plastic study, artisanal fishery",FTIR,lab blank,yes
