,Scientific name,Common name,Order,Family,Trophic level,Num. w plastic,Total num. sampled,FO of plastic,Mean num particles per indv,Habitat,Average depth found,Primary foraging behavior,Commercial status,Aquaculture status,Recreational status,IUCN status,Vulnerability score,Oceanographic province,Year of collection,Publication year,Reference,Quantified microplastic,Method type,Marine/estuarine,Equipment used,Capture purpose,Polymer confirmation,Blanks used,Clean lab procedures used,parsed_date,Risk_0_3,Risk_0_5,Risk_0_10,Risk_0pt5_5,Risk_0pt5_10,Risk_1_5,Risk_1_10,Risk_3_10,Risk_5_10
635,Myctophum punctatum,Spotted lanternfish,Myctophiformes,Myctophidae,3.4,64.0,86.0,0.744186047,1.696744186,bathypelagic,500.0,Particulate feeder,none,N,N,LC,32.0,GFST,Spring 2015,2018,Wieczorek et al. 2018,Y,3,marine,pelagic trawl,plastic study,FTIR,open-air lab control,yes,"(Timestamp('2015-03-01 00:00:00'), Timestamp('2015-05-30 00:00:00'))",1,1,1,1,1,1,1,0,0
636,Serrivomer beanii,Stout sawpalate,Perciformes,Serrivomeridae,3.9,13.0,14.0,0.928571429,2.191428571,bathypelagic,2999.0,Benthic foraging,none,N,N,LC,44.0,GFST,Spring 2015,2018,Wieczorek et al. 2018,Y,3,marine,pelagic trawl,plastic study,FTIR,open-air lab control,yes,"(Timestamp('2015-03-01 00:00:00'), Timestamp('2015-05-30 00:00:00'))",1,1,1,1,1,1,1,0,0
637,Stomias boa,Boa dragonfish,Stomiiformes,Stomiidae,4.0,6.0,9.0,0.666666667,0.886666667,mesopelagic,1000.0,Active predation,none,N,N,LC,42.0,GFST,Spring 2015,2018,Wieczorek et al. 2018,Y,3,marine,pelagic trawl,plastic study,FTIR,open-air lab control,yes,"(Timestamp('2015-03-01 00:00:00'), Timestamp('2015-05-30 00:00:00'))",1,1,1,1,1,0,0,0,0
638,Chelidonichthys kumu,Bluefin gurnard,Scorpaeniformes,Triglidae,3.7,3.0,3.0,1.0,7.3,demersal,112.5,Benthic foraging,commercial,N,N,LC,29.0,CHIN,September 2017,2019,Zhang et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes,"(Timestamp('2017-09-01 00:00:00'), Timestamp('2017-09-30 00:00:00'))",2,2,1,2,1,2,1,1,1
639,Chrysochir aureus,Reeve's croaker,Perciformes,Sciaenidae,3.5,,30.0,,0.35,benthopelagic,,Benthic foraging,minor commercial,N,N,Not assessed,31.0,CHIN,September of 2017,2019,Zhang et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes,"(Timestamp('2017-09-01 00:00:00'), Timestamp('2017-09-30 00:00:00'))",1,1,1,0,0,0,0,0,0
640,Collichthys lucidus,Light maigre,Perciformes,Sciaenidae,3.6,3.0,3.0,1.0,6.5,demersal,45.0,Benthic foraging,none,N,N,Not assessed,17.0,CHIN,September 2017,2019,Zhang et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes,"(Timestamp('2017-09-01 00:00:00'), Timestamp('2017-09-30 00:00:00'))",2,2,1,2,1,2,1,1,1
641,Collichthys lucidus,Light maigre,Perciformes,Sciaenidae,3.6,,5.0,,1.2,demersal,90.0,Benthic foraging,none,N,N,Not assessed,17.0,CHIN,September of 2017,2019,Zhang et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes,"(Timestamp('2017-09-01 00:00:00'), Timestamp('2017-09-30 00:00:00'))",1,1,1,1,1,1,1,0,0
642,Collichthys niveatus,,Perciformes,Sciaenidae,3.8,0.0,1.0,0.0,0.0,demersal,80.0,Particulate feeder,none,N,N,Not assessed,15.0,CHIN,September of 2017,2019,Zhang et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes,"(Timestamp('2017-09-01 00:00:00'), Timestamp('2017-09-30 00:00:00'))",0,0,0,0,0,0,0,0,0
643,Cynoglossus lighti,,Pleuronectiformes,Cynoglossidae,3.4,3.0,3.0,1.0,5.0,demersal,,,none,N,N,Not assessed,22.0,CHIN,September 2017,2019,Zhang et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes,"(Timestamp('2017-09-01 00:00:00'), Timestamp('2017-09-30 00:00:00'))",2,1,1,1,1,1,1,1,0
644,Cynoglossus robustus,,Pleuronectiformes,Cynoglossidae,3.6,,30.0,,0.35,demersal,67.0,,commercial,N,N,Not assessed,41.0,CHIN,September of 2017,2019,Zhang et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes,"(Timestamp('2017-09-01 00:00:00'), Timestamp('2017-09-30 00:00:00'))",1,1,1,0,0,0,0,0,0
645,Harpadon nehereus,Bombay duck,Aulopiformes,Synodontidae,4.2,,30.0,,0.5,benthopelagic,50.0,Active predation,highly commercial,N,N,Not assessed,18.0,CHIN,September of 2017,2019,Zhang et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes,"(Timestamp('2017-09-01 00:00:00'), Timestamp('2017-09-30 00:00:00'))",1,1,1,0,0,0,0,0,0
646,Johnius spp.,,Perciformes,Sciaenidae,,,30.0,,0.5,,,,,,,,,CHIN,September of 2017,2019,Zhang et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes,"(Timestamp('2017-09-01 00:00:00'), Timestamp('2017-09-30 00:00:00'))",1,1,1,0,0,0,0,0,0
647,Larimichthys crocea,Large yellow croaker,Perciformes,Sciaenidae,3.7,,30.0,,0.7,benthopelagic,60.0,Particulate feeder,highly commercial,Y,N,Not assessed,42.0,CHIN,September of 2017,2019,Zhang et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes,"(Timestamp('2017-09-01 00:00:00'), Timestamp('2017-09-30 00:00:00'))",1,1,1,1,1,0,0,0,0
648,Larimichthys crocea,Large yellow croaker,Perciformes,Sciaenidae,3.7,3.0,3.0,1.0,5.0,benthopelagic,60.0,Particulate feeder,highly commercial,Y,N,Not assessed,42.0,CHIN,September 2017,2019,Zhang et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes,"(Timestamp('2017-09-01 00:00:00'), Timestamp('2017-09-30 00:00:00'))",2,1,1,1,1,1,1,1,0
649,Muraenesox cinereus,Daggertooth pike conger,Anguilliformes,Muraenesocidae,4.4,,30.0,,0.77,demersal,150.0,Active predation,highly commercial,Y,Y,Not assessed,62.0,CHIN,September of 2017,2019,Zhang et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes,"(Timestamp('2017-09-01 00:00:00'), Timestamp('2017-09-30 00:00:00'))",1,1,1,1,1,0,0,0,0
650,Muraenesox cinereus,Daggertooth pike conger,Anguilliformes,Muraenesocidae,4.4,3.0,3.0,1.0,7.0,demersal,150.0,Active predation,highly commercial,Y,Y,Not assessed,62.0,CHIN,September 2017,2019,Zhang et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes,"(Timestamp('2017-09-01 00:00:00'), Timestamp('2017-09-30 00:00:00'))",2,2,1,2,1,2,1,1,1
651,Okamejei kenojei,Ocellate spot skate,Rajiformes,Rajidae,3.4,3.0,3.0,1.0,6.5,demersal,70.0,Benthic foraging,commercial,N,N,DD,49.0,CHIN,September 2017,2019,Zhang et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes,"(Timestamp('2017-09-01 00:00:00'), Timestamp('2017-09-30 00:00:00'))",2,2,1,2,1,2,1,1,1
652,Oplegnathus fasciatus,Barred knifejaw,Perciformes,Oplegnathidae,3.6,3.0,3.0,1.0,4.0,reef-associated,5.5,Benthic foraging ,commercial,Y,Y,Not assessed,50.0,CHIN,September 2017,2019,Zhang et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes,"(Timestamp('2017-09-01 00:00:00'), Timestamp('2017-09-30 00:00:00'))",2,1,1,1,1,1,1,1,0
653,Pennahia argentata,Silver croaker,Perciformes,Sciaenidae,4.1,0.0,4.0,0.0,0.0,benthopelagic,80.0,Benthic foraging,commercial,N,N,Not assessed,34.0,CHIN,September of 2017,2019,Zhang et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes,"(Timestamp('2017-09-01 00:00:00'), Timestamp('2017-09-30 00:00:00'))",0,0,0,0,0,0,0,0,0
654,Pennahia macrocephalus,Big-head pennah croaker,Perciformes,Sciaenidae,4.1,0.0,1.0,0.0,0.0,demersal,100.0,Active predation,highly commercial,N,N,Not assessed,26.0,CHIN,September of 2017,2019,Zhang et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes,"(Timestamp('2017-09-01 00:00:00'), Timestamp('2017-09-30 00:00:00'))",0,0,0,0,0,0,0,0,0
655,Polydactylus sextarius,Blackspot threadfin,Perciformes,Polynemidae,3.8,,2.0,,0.5,demersal,44.0,Active predation,commercial,N,Y,Not assessed,31.0,CHIN,September of 2017,2019,Zhang et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes,"(Timestamp('2017-09-01 00:00:00'), Timestamp('2017-09-30 00:00:00'))",1,1,1,0,0,0,0,0,0
656,Sebastiscus marmoratus,False kelpfish,Scorpaeniformes,Sebastidae,3.7,3.0,3.0,1.0,3.5,demersal,,,commercial,Y,Y,Not assessed,33.0,CHIN,September 2017,2019,Zhang et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes,"(Timestamp('2017-09-01 00:00:00'), Timestamp('2017-09-30 00:00:00'))",2,1,1,1,1,1,1,1,0
657,Setipinna taty,Scaly hairfin anchovy,Clupeiformes,Engraulidae,3.6,3.0,3.0,1.0,2.3,pelagic-neritic,25.0,Particulate feeder,minor commercial,N,N,LC,32.0,CHIN,September 2017,2019,Zhang et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes,"(Timestamp('2017-09-01 00:00:00'), Timestamp('2017-09-30 00:00:00'))",1,1,1,1,1,1,1,0,0
658,Ammodytes personatus,Pacific sand lance,Perciformes,Ammodytidae,3.1,20.0,50.0,0.4,0.54,demersal,86.0,Particulate feeder,highly commercial,N,N,Not assessed,26.0,CHIN,Summer 2016,2019,Zhao et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes,"(Timestamp('2016-06-01 00:00:00'), Timestamp('2016-08-30 00:00:00'))",1,1,1,1,1,0,0,0,0
659,Anchoviella commersonii,Commerson's anchovy,Clupeiformes,Engraulidae,3.1,10.0,30.0,0.33,0.4,pelagic-neritic,25.0,Particulate feeder,commercial,N,N,LC,14.0,CHIN,Summer 2016,2019,Zhao et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes,"(Timestamp('2016-06-01 00:00:00'), Timestamp('2016-08-30 00:00:00'))",1,1,1,0,0,0,0,0,0
660,Chelidonichthys kumu,Bluefin gurnard,Scorpaeniformes,Triglidae,3.7,64.0,177.0,0.36,0.45,demersal,112.0,Benthic foraging,commercial,N,N,LC,29.0,CHIN,Summer 2016,2019,Zhao et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes,"(Timestamp('2016-06-01 00:00:00'), Timestamp('2016-08-30 00:00:00'))",1,1,1,0,0,0,0,0,0
661,Cleisthenes herzensteini,Pointhead flouder,Pleuronectiformes,Pleuronectidae,3.4,12.0,36.0,0.33,0.44,demersal,,Benthic foraging,commercial,N,N,Not assessed,64.0,CHIN,Summer 2016,2019,Zhao et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes,"(Timestamp('2016-06-01 00:00:00'), Timestamp('2016-08-30 00:00:00'))",1,1,1,0,0,0,0,0,0
662,Decapterus muroadsi,Amberstripe scad,Perciformes,Carangidae,3.4,24.0,78.0,0.31,0.41,pelagic-oceanic,160.5,Particulate feeder,commercial,N,N,LC,41.0,CHIN,Summer 2016,2019,Zhao et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes,"(Timestamp('2016-06-01 00:00:00'), Timestamp('2016-08-30 00:00:00'))",1,1,1,0,0,0,0,0,0
663,Engraulis japonicus,Japanese anchovy,Clupeiformes,Engraulidae,3.1,92.0,280.0,0.33,0.39,pelagic-neritic,200.0,Filter-feeder: facultative,commercial,N,Y,LC,40.0,CHIN,Summer 2016,2019,Zhao et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes,"(Timestamp('2016-06-01 00:00:00'), Timestamp('2016-08-30 00:00:00'))",1,1,1,0,0,0,0,0,0
664,Erisphex pottii,,Scorpaeniformes,Aploactinidae,4.1,34.0,120.0,0.28,0.32,demersal,37.0,Active predation,none,N,N,Not assessed,10.0,CHIN,Summer 2016,2019,Zhao et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes,"(Timestamp('2016-06-01 00:00:00'), Timestamp('2016-08-30 00:00:00'))",1,1,1,0,0,0,0,0,0
665,Eupleurogrammus muticus,Smallhead hairtail,Perciformes,Trichiuridae,4.1,5.0,15.0,0.33,0.33,benthopelagic,40.0,Active predation,commercial,N,N,Not assessed,30.0,CHIN,Summer 2016,2019,Zhao et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes,"(Timestamp('2016-06-01 00:00:00'), Timestamp('2016-08-30 00:00:00'))",1,1,1,0,0,0,0,0,0
666,Gadus macrocephalus,Pacific cod,Gadiformes,Gadidae,4.2,16.0,40.0,0.4,0.43,demersal,645.0,Active predation,highly commercial,N,Y,Not assessed,50.0,CHIN,Summer 2016,2019,Zhao et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes,"(Timestamp('2016-06-01 00:00:00'), Timestamp('2016-08-30 00:00:00'))",1,1,1,0,0,0,0,0,0
667,Hexagrammos otakii,Fat greenling,Scorpaeniformes,Hexagrammidae,3.8,13.0,40.0,0.33,0.38,demersal,142.0,Active predation,commercial,N,Y,Not assessed,34.0,CHIN,Summer 2016,2019,Zhao et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes,"(Timestamp('2016-06-01 00:00:00'), Timestamp('2016-08-30 00:00:00'))",1,1,1,0,0,0,0,0,0
668,Jaydia lineata,Indian perch,Perciformes,Apogonidae,3.7,7.0,20.0,0.35,0.4,demersal,73.0,Benthic foraging,none,N,N,Not assessed,30.0,CHIN,Summer 2016,2019,Zhao et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes,"(Timestamp('2016-06-01 00:00:00'), Timestamp('2016-08-30 00:00:00'))",1,1,1,0,0,0,0,0,0
669,Larimichthys polyactis,yellow croaker,Perciformes,Sciaenidae,3.7,11.0,30.0,0.37,0.97,benthopelagic,60.0,Benthic foraging,highly commercial,N,N,Not assessed,32.0,CHIN,Summer 2016,2019,Zhao et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes,"(Timestamp('2016-06-01 00:00:00'), Timestamp('2016-08-30 00:00:00'))",1,1,1,1,1,0,0,0,0
670,Liparis tanakae,Tanaka's snailfish,Scorpaeniformes,Liparidae,4.3,78.0,245.0,0.32,0.36,demersal,85.0,Benthic foraging,none,N,N,Not assessed,51.0,CHIN,Summer 2016,2019,Zhao et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes,"(Timestamp('2016-06-01 00:00:00'), Timestamp('2016-08-30 00:00:00'))",1,1,1,0,0,0,0,0,0
671,Lophius litulon,Yellow goosefish,Lophiiformes,Lophiidae,4.1,5.0,20.0,0.25,0.25,bathydemersal,292.5,Active predation,commercial,N,N,Not assessed,78.0,CHIN,Summer 2016,2019,Zhao et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes,"(Timestamp('2016-06-01 00:00:00'), Timestamp('2016-08-30 00:00:00'))",1,1,1,0,0,0,0,0,0
672,Pampus argenteus,Silver pomfret,Perciformes,Stromateidae,3.3,2.0,10.0,0.2,0.2,benthopelagic,57.5,Particulate feeder,highly commercial,N,N,Not assessed,31.0,CHIN,Summer 2016,2019,Zhao et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes,"(Timestamp('2016-06-01 00:00:00'), Timestamp('2016-08-30 00:00:00'))",1,1,1,0,0,0,0,0,0
673,Pholis fangi,,Perciformes,Pholidae,3.2,27.0,79.0,0.38,0.48,demersal,8.0,,none,N,N,Not assessed,20.0,CHIN,Summer 2016,2019,Zhao et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes,"(Timestamp('2016-06-01 00:00:00'), Timestamp('2016-08-30 00:00:00'))",1,1,1,0,0,0,0,0,0
674,Psenopsis anomala,Pacific rudderfish,Perciformes,Centrolophidae,4.0,2.0,10.0,0.2,0.2,benthopelagic,185.0,Particulate feeder,commercial,N,N,LC,32.0,CHIN,Summer 2016,2019,Zhao et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes,"(Timestamp('2016-06-01 00:00:00'), Timestamp('2016-08-30 00:00:00'))",1,1,1,0,0,0,0,0,0
675,Setipinna taty,Scaly hairfin anchovy,Clupeiformes,Engraulidae,3.6,6.0,20.0,0.3,0.35,pelagic-neritic,25.0,Particulate feeder,minor commercial,N,N,LC,32.0,CHIN,Summer 2016,2019,Zhao et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes,"(Timestamp('2016-06-01 00:00:00'), Timestamp('2016-08-30 00:00:00'))",1,1,1,0,0,0,0,0,0
676,Zoarces elongatus,Eastern viviparous blenny,Perciformes,Zoarcidae,3.2,182.0,280.0,0.65,0.8,demersal,25.0,Benthic foraging,none,N,N,Not assessed,46.0,CHIN,Summer 2016,2019,Zhao et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes,"(Timestamp('2016-06-01 00:00:00'), Timestamp('2016-08-30 00:00:00'))",1,1,1,1,1,0,0,0,0
677,Antigonia capros,Deepbody boarfish,Perciformes,Caproidae,4.1,3.0,3.0,1.0,1.88,demersal,475.0,Benthic foraging,minor commercial,N,N,LC,57.0,CHIN,March 2017,2019,Zhu et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes,"(Timestamp('2017-03-01 00:00:00'), Timestamp('2017-03-31 00:00:00'))",1,1,1,1,1,1,1,0,0
678,Benthodesmus tenuis,Slender frostfish,Perciformes,Trichiuridae,4.4,2.0,2.0,1.0,3.31,benthopelagic,525.0,,none,N,N,LC,65.0,CHIN,March 2017,2019,Zhu et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes,"(Timestamp('2017-03-01 00:00:00'), Timestamp('2017-03-31 00:00:00'))",2,1,1,1,1,1,1,1,0
679,Borostomias pacificus,,Stomiiformes,Stomiidae,3.7,1.0,1.0,1.0,6.6,bathypelagic,875.0,,none,N,N,Not assessed,40.0,CHIN,March 2017,2019,Zhu et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes,"(Timestamp('2017-03-01 00:00:00'), Timestamp('2017-03-31 00:00:00'))",2,2,1,2,1,2,1,1,1
680,Centroberyx lineatus,Swallow-tail,Beryciformes,Berycidae,4.2,3.0,3.0,1.0,2.83,benthopelagic,147.5,Active predation,minor commercial,N,N,Not assessed,58.0,CHIN,March 2017,2019,Zhu et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes,"(Timestamp('2017-03-01 00:00:00'), Timestamp('2017-03-31 00:00:00'))",1,1,1,1,1,1,1,0,0
681,Chlorophthalmus agassizi,Shortnose greeneye,Aulopiformes,Chlorophthalmidae,3.7,1.0,1.0,1.0,1.88,bathydemersal,525.0,Benthic foraging,minor commercial,N,N,LC,40.0,CHIN,March 2017,2019,Zhu et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes,"(Timestamp('2017-03-01 00:00:00'), Timestamp('2017-03-31 00:00:00'))",1,1,1,1,1,1,1,0,0
682,Chlorophthalmus albatrossis,,Aulopiformes,Chlorophthalmidae,4.1,4.0,4.0,1.0,2.35,bathydemersal,325.0,Active predation,commercial,N,N,Not assessed,10.0,CHIN,March 2017,2019,Zhu et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes,"(Timestamp('2017-03-01 00:00:00'), Timestamp('2017-03-31 00:00:00'))",1,1,1,1,1,1,1,0,0
683,Diaphus watasei,Watases lanternfish,Myctophiformes,Myctophidae,3.2,4.0,4.0,1.0,4.01,benthopelagic,1052.5,,none,N,N,LC,17.0,CHIN,March 2017,2019,Zhu et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes,"(Timestamp('2017-03-01 00:00:00'), Timestamp('2017-03-31 00:00:00'))",2,1,1,1,1,1,1,1,0
684,Lepidotrigla guentheri,,Scorpaeniformes,Triglidae,3.5,4.0,4.0,1.0,3.06,demersal,175.0,,none,N,N,Not assessed,28.0,CHIN,March 2017,2019,Zhu et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes,"(Timestamp('2017-03-01 00:00:00'), Timestamp('2017-03-31 00:00:00'))",2,1,1,1,1,1,1,1,0
685,Malakichthys griseus,,Perciformes,Acropomatidae,3.2,1.0,1.0,1.0,3.77,pelagic-oceanic,,Particulate feeder,none,N,N,Not assessed,22.0,CHIN,March 2017,2019,Zhu et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes,"(Timestamp('2017-03-01 00:00:00'), Timestamp('2017-03-31 00:00:00'))",2,1,1,1,1,1,1,1,0
686,Neoscopelus microchir,shortfin neoscopelid,Myctophiformes,Neoscopelidae,3.2,1.0,1.0,1.0,3.78,bathypelagic,475.0,Particulate feeder,none,N,N,LC,43.0,CHIN,March 2017,2019,Zhu et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes,"(Timestamp('2017-03-01 00:00:00'), Timestamp('2017-03-31 00:00:00'))",2,1,1,1,1,1,1,1,0
687,Polymetme elongata,,Stomiiformes,Phosichthyidae,3.6,1.0,1.0,1.0,7.5,benthopelagic,350.0,,none,N,N,Not assessed,11.0,CHIN,March 2017,2019,Zhu et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes,"(Timestamp('2017-03-01 00:00:00'), Timestamp('2017-03-31 00:00:00'))",2,2,1,2,1,2,1,1,1
688,Rexea solandri,Silver gemfish,Perciformes,Gempylidae,4.3,3.0,3.0,1.0,4.4,benthopelagic,375.0,Active predation,commercial,N,N,Not assessed,62.0,CHIN,March 2017,2019,Zhu et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes,"(Timestamp('2017-03-01 00:00:00'), Timestamp('2017-03-31 00:00:00'))",2,1,1,1,1,1,1,1,0
689,Synagrops japonicus,blackmouth splitfin,Perciformes,Acropomatidae,4.3,2.0,2.0,1.0,3.78,benthopelagic,450.0,Active predation,commercial,N,N,LC,45.0,CHIN,March 2017,2019,Zhu et al. 2019,Y,3,marine,bottom trawls,plastic study,FTIR,lab blank,yes,"(Timestamp('2017-03-01 00:00:00'), Timestamp('2017-03-31 00:00:00'))",2,1,1,1,1,1,1,1,0
690,Rhincodon typus,Whale shark,Orectolobiformes,Rhincodontidae,3.6,1.0,1.0,1.0,38.0,pelagic-oceanic,50.0,Filter-feeder: facultative,commercial,N,N,EN,87.0,SUND,Summer 2018,2019,Abreo et al. 2019,N,1,marine,incidental,incidental,none,,,"(Timestamp('2018-06-01 00:00:00'), Timestamp('2018-08-30 00:00:00'))",2,2,2,2,2,2,2,2,2
691,Brama brama,Atlantic pomfret,Perciformes,Bramidae,4.1,0.0,9.0,0.0,0.0,pelagic-neritic,100.0,Active predation,commercial,N,N,LC,71.0,MEDI,Summer 2010-Fall 2010,2013,Anastasopoulou et al. 2013,N,2,marine,longline,plastic study (not listed),none,,,"(Timestamp('2010-06-01 00:00:00'), Timestamp('2010-11-30 00:00:00'))",0,0,0,0,0,0,0,0,0
692,Centrophorus granulosus,Gulper Shark,Squaliformes,Centrolophidae,4.1,0.0,5.0,0.0,0.0,bathydemersal,400.0,Active predation,minor commercial,N,N,DD,70.0,MEDI,Summer 2010-Fall 2010,2013,Anastasopoulou et al. 2013,N,2,marine,longline,plastic study (not listed),none,,,"(Timestamp('2010-06-01 00:00:00'), Timestamp('2010-11-30 00:00:00'))",0,0,0,0,0,0,0,0,0
693,Conger conger,European conger,Anguilliformes,Congridae,4.2,0.0,44.0,0.0,0.0,demersal,585.5,Active predation,commercial,N,Y,LC,86.0,MEDI,Summer 2010-Fall 2010,2013,Anastasopoulou et al. 2013,N,2,marine,longline,plastic study (not listed),none,,,"(Timestamp('2010-06-01 00:00:00'), Timestamp('2010-11-30 00:00:00'))",0,0,0,0,0,0,0,0,0
694,Epigonus telescopus,Black cardinal fish,Perciformes,Epigonidae,3.6,0.0,4.0,0.0,0.0,bathydemersal,550.0,Particulate feeder,commercial,N,N,LC,70.0,MEDI,Summer 2010-Fall 2010,2013,Anastasopoulou et al. 2013,N,2,marine,longline,plastic study (not listed),none,,,"(Timestamp('2010-06-01 00:00:00'), Timestamp('2010-11-30 00:00:00'))",0,0,0,0,0,0,0,0,0
695,Etmopterus spinax,Velvet Belly,Squaliformes,Etmopteridae,4.1,1.0,16.0,0.0625,0.0813,bathydemersal,350.0,Active predation,minor commercial,N,N,LC,63.0,MEDI,Summer 2010-Fall 2010,2013,Anastasopoulou et al. 2013,N,2,marine,longline,plastic study (not listed),none,,,"(Timestamp('2010-06-01 00:00:00'), Timestamp('2010-11-30 00:00:00'))",1,1,1,0,0,0,0,0,0
696,Galeus melastomus,Blackmouth catshark,Carcharhiniformes,Scyliorhinidae,4.2,24.0,751.0,0.03195739,0.0421,demersal,675.0,Active predation,minor commercial,N,N,LC,57.0,MEDI,Summer 2010-Fall 2010,2013,Anastasopoulou et al. 2013,N,2,marine,longline,plastic study (not listed),none,,,"(Timestamp('2010-06-01 00:00:00'), Timestamp('2010-11-30 00:00:00'))",1,1,1,0,0,0,0,0,0
697,Helicolenus dactylopterus,Blackbelly rosefish,Scorpaeniformes,Sebastidae,3.5,0.0,380.0,0.0,0.0,bathydemersal,375.0,Benthic foraging,commercial,N,N,LC,54.0,MEDI,Summer 2010-Fall 2010,2013,Anastasopoulou et al. 2013,N,2,marine,longline,plastic study (not listed),none,,,"(Timestamp('2010-06-01 00:00:00'), Timestamp('2010-11-30 00:00:00'))",0,0,0,0,0,0,0,0,0
698,Lepidopus caudatus,Silver scabbardfish,Perciformes,Trichiuridae,3.8,0.0,1.0,0.0,0.0,benthopelagic,200.0,Active predation,highly commercial,N,Y,DD,53.0,MEDI,Summer 2010-Fall 2010,2013,Anastasopoulou et al. 2013,N,2,marine,longline,plastic study (not listed),none,,,"(Timestamp('2010-06-01 00:00:00'), Timestamp('2010-11-30 00:00:00'))",0,0,0,0,0,0,0,0,0
699,Merluccius merluccius,European hake,Gadiformes,Merluccidae,4.4,0.0,36.0,0.0,0.0,demersal,235.0,Active predation,highly commercial,N,Y,LC,64.0,MEDI,Summer 2010-Fall 2010,2013,Anastasopoulou et al. 2013,N,2,marine,longline,plastic study (not listed),none,,,"(Timestamp('2010-06-01 00:00:00'), Timestamp('2010-11-30 00:00:00'))",0,0,0,0,0,0,0,0,0
700,Micromesistius poutassou,Blue whiting,Gadiformes,Gadidae,4.1,0.0,3.0,0.0,0.0,bathypelagic,350.0,Particulate feeder,highly commercial,N,N,Not assessed,34.0,MEDI,Summer 2010-Fall 2010,2013,Anastasopoulou et al. 2013,N,2,marine,longline,plastic study (not listed),none,,,"(Timestamp('2010-06-01 00:00:00'), Timestamp('2010-11-30 00:00:00'))",0,0,0,0,0,0,0,0,0
